time,.header.seq,.header.stamp.secs,.header.stamp.nsecs,.header.frame_id,.pose.position.x,.pose.position.y,.pose.position.z,.pose.orientation.x,.pose.orientation.y,.pose.orientation.z,.pose.orientation.w
2021/06/10/18:44:21.228754,106,1623343461,135586761,world,-0.0919533371925,0.00164759159088,0.231569796801,0.00120835227426,0.00736937252805,-0.00463690748438,-0.999961435795
2021/06/10/18:44:21.228823,107,1623343461,155584386,world,-0.0919859856367,0.00156765058637,0.231580018997,0.00138894538395,0.00729219755158,-0.00458891270682,-0.999961972237
2021/06/10/18:44:21.228988,108,1623343461,175590386,world,-0.0919521003962,0.00163532420993,0.231579869986,0.00121633184608,0.00738513609394,-0.00464099645615,-0.999961256981
2021/06/10/18:44:21.229038,109,1623343461,205564803,world,-0.0919528827071,0.00164484605193,0.231579437852,0.00120406795759,0.00739822117612,-0.0046527995728,-0.999961078167
2021/06/10/18:44:21.229232,110,1623343461,215529511,world,-0.0919522047043,0.00163473561406,0.231583595276,0.00123310415074,0.00739568145946,-0.00464521534741,-0.999961137772
2021/06/10/18:44:21.238534,111,1623343461,235606553,world,-0.091951072216,0.00164761394262,0.231585517526,0.00120570731815,0.00739935459569,-0.00469312444329,-0.999960899353
2021/06/10/18:44:21.282163,112,1623343461,265613636,world,-0.0919616296887,0.00163966417313,0.231579139829,0.00119156891014,0.00736799975857,-0.00464326189831,-0.99996137619
2021/06/10/18:44:21.282369,113,1623343461,275591928,world,-0.0919441729784,0.00164013728499,0.231582969427,0.00126579462085,0.00737665127963,-0.0046438286081,-0.999961256981
2021/06/10/18:44:21.311362,114,1623343461,305966303,world,-0.0919198021293,0.00168742239475,0.231578886509,0.00115265860222,0.00744570884854,-0.00479788240045,-0.999960124493
2021/06/10/18:44:21.316882,115,1623343461,315510595,world,-0.0919421985745,0.00164592638612,0.231578797102,0.00119504134636,0.00739008607343,-0.0046613314189,-0.999961137772
2021/06/10/18:44:21.338041,116,1623343461,335622470,world,-0.0919447243214,0.00164349749684,0.231588631868,0.00120824424084,0.0073837377131,-0.0046658613719,-0.999961197376
2021/06/10/18:44:21.356923,117,1623343461,355580928,world,-0.0919121727347,0.00168365612626,0.231581062078,0.00111886847299,0.00743635557592,-0.00481075560674,-0.999960184097
2021/06/10/18:44:21.377287,118,1623343461,375727636,world,-0.0919225811958,0.00167625024915,0.23157992959,0.00112762290519,0.00740960519761,-0.00477903615683,-0.999960482121
2021/06/10/18:44:21.407077,119,1623343461,405552636,world,-0.0919458046556,0.00162867829204,0.231596589088,0.00123116304167,0.00738772330806,-0.00462424056605,-0.999961316586
2021/06/10/18:44:21.425915,120,1623343461,415757970,world,-0.0919337123632,0.00163163244724,0.231590390205,0.00119387859013,0.00736942188814,-0.00462132599205,-0.999961495399
2021/06/10/18:44:21.442582,121,1623343461,435563886,world,-0.0919131264091,0.00169106572866,0.231579393148,0.00108861795161,0.00744217541069,-0.00484073115513,-0.999960064888
2021/06/10/18:44:21.456801,122,1623343461,455634720,world,-0.0919507741928,0.00163240730762,0.231572166085,0.00119836756494,0.00734870042652,-0.00461837509647,-0.999961674213
2021/06/10/18:44:21.477089,123,1623343461,475513511,world,-0.091939419508,0.00163122266531,0.231581270695,0.00120552431326,0.00736679183319,-0.00462479796261,-0.999961495399
2021/06/10/18:44:21.507231,124,1623343461,505635636,world,-0.0919453799725,0.00164487957954,0.231599450111,0.00113689119462,0.00740007823333,-0.00468698516488,-0.999961018562
2021/06/10/18:44:21.517604,125,1623343461,515671553,world,-0.0919463336468,0.00163492932916,0.231591194868,0.00120487273671,0.0074036763981,-0.00468094227836,-0.999960899353
2021/06/10/18:44:21.542623,126,1623343461,535666470,world,-0.0919388309121,0.0016277693212,0.231569051743,0.0012024998432,0.0073859365657,-0.00468118861318,-0.999961078167
2021/06/10/18:44:21.556774,127,1623343461,555593928,world,-0.0919545590878,0.00163016468287,0.23159712553,0.00121810554992,0.00736643699929,-0.00470414431766,-0.999961137772
2021/06/10/18:44:21.576594,128,1623343461,575701011,world,-0.0919460654259,0.00163338333368,0.231604084373,0.00122079858556,0.00735711306334,-0.00467736413702,-0.999961256981
2021/06/10/18:44:21.616265,129,1623343461,615616011,world,-0.0919261872768,0.00161930173635,0.231572091579,0.00121941312682,0.00736594526097,-0.00468707410619,-0.999961197376
2021/06/10/18:44:21.616963,130,1623343461,616047136,world,-0.0919431447983,0.00163546204567,0.231568157673,0.00115950079635,0.00739497458562,-0.00468346849084,-0.999961018562
2021/06/10/18:44:21.638874,131,1623343461,635598928,world,-0.0919432938099,0.00164143368602,0.231597542763,0.00120679149404,0.00738901412115,-0.00468364730477,-0.999961078167
2021/06/10/18:44:21.663315,132,1623343461,655589095,world,-0.0919399112463,0.00163242965937,0.231584653258,0.00123762665316,0.00736251706257,-0.00467737251893,-0.999961256981
2021/06/10/18:44:21.676832,133,1623343461,675610428,world,-0.0919310003519,0.00163579359651,0.231577157974,0.0011774796294,0.00739091308787,-0.00466772448272,-0.999961197376
2021/06/10/18:44:21.696836,134,1623343461,695638345,world,-0.0919318348169,0.00163144245744,0.231609076262,0.00123317504767,0.00739679997787,-0.00464733922854,-0.999961078167
2021/06/10/18:44:21.716622,135,1623343461,715620762,world,-0.0919344574213,0.00164753198624,0.231593608856,0.00120070029516,0.00739589007571,-0.00470050051808,-0.999960899353
2021/06/10/18:44:21.736456,136,1623343461,735634095,world,-0.0919539779425,0.00162114948034,0.231586843729,0.00127814803272,0.00732899457216,-0.00473170401528,-0.999961137772
2021/06/10/18:44:21.767094,137,1623343461,765531762,world,-0.0919245257974,0.00163491815329,0.231584519148,0.00120553583838,0.00738933356479,-0.00464938767254,-0.999961137772
2021/06/10/18:44:21.783585,138,1623343461,775702553,world,-0.0919385999441,0.00165619328618,0.231591254473,0.00117602269165,0.00737667270005,-0.00467449612916,-0.999961197376
2021/06/10/18:44:21.800798,139,1623343461,795931137,world,-0.0919402986765,0.00162837654352,0.231599003077,0.00124973081984,0.00740066729486,-0.0046490454115,-0.999961078167
2021/06/10/18:44:21.816663,140,1623343461,815677053,world,-0.0919268876314,0.00164152681828,0.231575161219,0.00121756526642,0.00739206792787,-0.00464118411765,-0.999961137772
2021/06/10/18:44:21.836339,141,1623343461,835602512,world,-0.0919514968991,0.00164141133428,0.231593281031,0.00120998360217,0.00737053202465,-0.0046246862039,-0.999961495399
2021/06/10/18:44:21.857281,142,1623343461,855689845,world,-0.0919510498643,0.00164068862796,0.23160046339,0.00122289638966,0.00738939316943,-0.00466515356675,-0.999961137772
2021/06/10/18:44:21.877385,143,1623343461,875764512,world,-0.0919229313731,0.00168336555362,0.231559962034,0.00112991046626,0.00741781666875,-0.00479616643861,-0.999960362911
2021/06/10/18:44:21.896614,144,1623343461,895648553,world,-0.0919512435794,0.00163900852203,0.231571316719,0.00122088845819,0.00738765718415,-0.00465689087287,-0.999961137772
2021/06/10/18:44:21.916048,145,1623343461,915522887,world,-0.0919465199113,0.00164517387748,0.231598287821,0.00120888161473,0.007384410128,-0.00467644259334,-0.999961137772
2021/06/10/18:44:21.936599,146,1623343461,935552387,world,-0.0919538289309,0.00164744257927,0.231593638659,0.00121585524175,0.00738624762744,-0.00468079280108,-0.999961018562
2021/06/10/18:44:21.956883,147,1623343461,955550512,world,-0.0919461995363,0.00162740796804,0.231557279825,0.00121635035612,0.0073502138257,-0.00464928150177,-0.999961495399
2021/06/10/18:44:21.976854,148,1623343461,975598928,world,-0.0919435322285,0.0016380622983,0.231581434608,0.00121430924628,0.00740600842983,-0.00462264660746,-0.999961197376
2021/06/10/18:44:21.998396,149,1623343461,995633053,world,-0.0920053124428,0.00157835334539,0.231594055891,0.00140630546957,0.00725328782573,-0.00459048384801,-0.99996227026
2021/06/10/18:44:22.026432,150,1623343462,25647178,world,-0.0919276997447,0.00163539871573,0.23157081008,0.00123485189397,0.00743105448782,-0.00468113040552,-0.999960660934
2021/06/10/18:44:22.036551,151,1623343462,35616053,world,-0.0919999182224,0.00157494843006,0.231572076678,0.0013579162769,0.00728584220633,-0.00459659425542,-0.999962031841
2021/06/10/18:44:22.058261,152,1623343462,55628720,world,-0.0919474065304,0.00163495540619,0.231586009264,0.00120780826546,0.00740766897798,-0.00465148827061,-0.999961018562
2021/06/10/18:44:22.079835,153,1623343462,75790178,world,-0.0919351130724,0.00163941830397,0.231584608555,0.00123228470329,0.00739650195464,-0.00466523645446,-0.999961018562
2021/06/10/18:44:22.096439,154,1623343462,95662595,world,-0.091955922544,0.00165120139718,0.231583863497,0.00120418716688,0.00737086916342,-0.00465727737173,-0.999961256981
2021/06/10/18:44:22.118135,155,1623343462,115610262,world,-0.0919460356236,0.00164256617427,0.231586441398,0.00122367113363,0.00740095600486,-0.00462579028681,-0.999961256981
2021/06/10/18:44:22.136420,156,1623343462,135524678,world,-0.091946080327,0.00164175778627,0.231586158276,0.00121840718202,0.00739174662158,-0.00467347586527,-0.999961018562
2021/06/10/18:44:22.156687,157,1623343462,155793720,world,-0.0919549688697,0.00163722783327,0.23158146441,0.0012538471492,0.00739430217072,-0.00462774978951,-0.999961256981
2021/06/10/18:44:22.177320,158,1623343462,175659262,world,-0.0919448435307,0.00163517892361,0.231572240591,0.0011907084845,0.00738657591864,-0.00464385841042,-0.999961316586
2021/06/10/18:44:22.196919,159,1623343462,195677720,world,-0.091984346509,0.00158305466175,0.231589362025,0.0013617426157,0.00730702653527,-0.0046008573845,-0.999961793423
